name	result	time_in_seconds	nationality	year
Paola Andrea Munoz	DNF	0	Chile	2021
Stephanie Subercaseaux	DNF	0	Chile	2021
Henrietta Christie	DNF	0	New Zealand	2021
Thayna Araujo	DNF	0	Brazil	2021
Urska Zigart	DNF	0	Slovenia	2021
Urska Bravec	DNF	0	Slovenia	2021
Aidi Gerde Tuisk	DNF	0	Estonia	2021
Ayan Khankishiyeva	DNF	0	Azerbaijan	2021
Maria Martins	DNF	0	Portugal	2021
Anna Kulikova	DNF	0	Uzbekistan	2021
Shaknoza Abdullaeva	DNF	0	Uzbekistan	2021
Megan Armitage	DNF	0	Ireland	2021
Agua Marina Espinola	DNF	0	Paraguay	2021
Tamara Dronova-Balabolina	DNF	0	Russia	2021
Kim de Baat	DNF	0	Belgium	2021
Tereza Medvedova	DNF	0	Slovakia	2021
Briet Kristy Gunnarsdottir	DNF	0	Iceland	2021
Agusta Edda Bjornsdottir	DNF	0	Iceland	2021
Elin Bjorg Bjornsdottir	DNF	0	Iceland	2021
Teniel Campbell	DNF	0	Trinidad & Tobago	2021
Kathrin Schweinberger	DNF	0	Austria	2021
Verena Eberhardt	DNF	0	Austria	2021
