name	result	time_in_seconds	nationality	year
Tatiana Panina	68	355	Russia	2006
Eva Hubena	69	355	Czech Republic	2006
An Van Rie	70	355	Belgium	2006
Anriette Schoeman	71	355	South Africa	2006
Iris Slappendel	72	355	Netherlands	2006
Magali Le Floc'h	73	355	France	2006
Vera Carrara	74	355	Italy	2006
Susan Palmer-Komar	75	355	Canada	2006
Maria Isabel Moreno	76	355	Spain	2006
Fabiana Luperini	77	355	Italy	2006
Monika Schachl	78	746	Austria	2006
Yelizaveta Bochkarova	79	746	Ukraine	2006
Patricia Schwager	80	746	Switzerland	2006
Lise Horslund Christensen	81	746	Denmark	2006
Toni Bradshaw	82	1018	New Zealand	2006
Meifang Li	83	1377	China	2006
Bernadette Schober	84	1377	Austria	2006
Karolina Konieczna	85	1377	Poland	2006
Linn Torp	86	1446	Norway	2006
Martina Ruzickova	87	1446	Czech Republic	2006
Uenia Fernandes Souza	88	1446	Brazil	2006
Kirsten Wild	89	1446	Netherlands	2006
Leigh Hobson	90	1446	Canada	2006
Pavla Havlikova	91	1446	Czech Republic	2006
Yulia Blindyuk	92	1446	Russia	2006
Valentina Gavrilova	93	1446	Russia	2006
Iosune Murillo	94	1446	Spain	2006
Regina Schleicher	DNF	0	Germany	2006
Marissa Stander	DNF	0	South Africa	2006
Janildes Fernandes Silva	DNF	0	Brazil	2006
Tina Mayolo-Pic	DNF	0	United States	2006
Monica Holler	DNF	0	Sweden	2006
Rachel Hedderman	DNF	0	Great Britain	2006
Urte Juodvalkyte	DNF	0	Lithuania	2006
Helen Wyman	DNF	0	Great Britain	2006
Noelia Soledad Fernandez	DNF	0	Argentina	2006
Helen Kelly	DNF	0	Australia	2006
Kateryna Krasova	DNF	0	Ukraine	2006
Jeannie Longo	DNF	0	France	2006
Liping Zhang	DNF	0	China	2006
Monika Kiraly	DNF	0	Hungary	2006
Isabella Wieser	DNF	0	Austria	2006
Na Zhao	DNF	0	China	2006
Amy Moore	DNF	0	Canada	2006
Karin Aune	DNF	0	Sweden	2006
Sabrina Emmasi	DNF	0	Switzerland	2006
Oksana Kashchyshyna	DNF	0	Ukraine	2006
Veronica Leal	DNF	0	Mexico	2006
Jennifer Hohl	DNF	0	Switzerland	2006
Olivia Gollan	DNF	0	Australia	2006
Monika Grzebinoga	DNF	0	Poland	2006
Marie Lindberg	DNF	0	Sweden	2006
Ma?gorzata Jasinska	DNF	0	Poland	2006
Katherine Bates	DNF	0	Australia	2006
Ana Belen Garcia	DNF	0	Spain	2006
Natalia Boyarskaya	DNF	0	Russia	2006
Tanja Slater	DNF	0	Great Britain	2006
Kimberly Baldwin	DNF	0	United States	2006
Monika Krawczyk	DNF	0	Poland	2006
Natalie Bates	DNF	0	Australia	2006
Naiara Telletxea	DNF	0	Spain	2006
Evelyn Garcia	DNF	0	El Salvador	2006
Miho Oki	DNF	0	Japan	2006
Marta Vilajosana	DNF	0	Spain	2006
Kim Anderson-Smith	DNF	0	United States	2006
Ina-Yoko Teutenberg	DNF	0	Germany	2006
Madeleine Sandig	DNF	0	Germany	2006
Sofie Goor	DNF	0	Belgium	2006
Giuseppina Grassi	DNS	0	Mexico	2006
