name	result	time_in_seconds	nationality	year
Micha? Go?as	58	151	Poland	2014
Vasil Kiryienka	59	152	Belarus	2014
Cyril Gautier	60	156	France	2014
Jean-Christophe Peraud	61	156	France	2014
Romain Bardet	62	156	France	2014
Paul Martens	63	159	Germany	2014
Sep Vanmarcke	64	222	Belgium	2014
Imanol Erviti	65	248	Spain	2014
Michael Albasini	66	312	Switzerland	2014
Nelson Oliveira	67	312	Portugal	2014
Georg Preidler	68	312	Austria	2014
Danilo Wyss	69	312	Switzerland	2014
Esteban Chaves	70	312	Colombia	2014
Christopher Juul-Jensen	71	312	Denmark	2014
Kristjan Fajt	72	371	Slovenia	2014
Reinardt Janse van Rensburg	73	371	South Africa	2014
Damiano Caruso	74	371	Italy	2014
Ilnur Zakarin	75	371	Russia	2014
Yonathan Monsalve	76	371	Venezuela	2014
Sylvain Chavanel	77	371	France	2014
Alexandr Dyachenko	78	371	Kazakhstan	2014
Jesus Herrada	79	371	Spain	2014
Manuel Quinziato	80	371	Italy	2014
Adam Hansen	81	371	Australia	2014
Peter Kennaugh	82	374	Great Britain	2014
Zdenek Stybar	83	421	Czech Republic	2014
Dan Martin	84	505	Ireland	2014
Andrey Amador	85	719	Costa Rica	2014
Jack Bauer	86	823	New Zealand	2014
Peter Velits	87	823	Slovakia	2014
Andrey Zeits	88	893	Kazakhstan	2014
Johan Vansummeren	89	893	Belgium	2014
Stef Clement	90	923	Netherlands	2014
Jan Barta	91	923	Czech Republic	2014
Mykhaylo Kononenko	92	923	Ukraine	2014
Andriy Khripta	93	934	Ukraine	2014
Miyataka Shimizu	94	1222	Japan	2014
George Bennett	95	1222	New Zealand	2014
Rohan Dennis	DNF	0	Australia	2014
Mathew Hayman	DNF	0	Australia	2014
Rory Sutherland	DNF	0	Australia	2014
Heinrich Haussler	DNF	0	Australia	2014
Cadel Evans	DNF	0	Australia	2014
Carlos Quintero	DNF	0	Colombia	2014
Sebastian Henao	DNF	0	Colombia	2014
Julian David Arredondo	DNF	0	Colombia	2014
Janier Acevedo	DNF	0	Colombia	2014
Winner Anacona	DNF	0	Colombia	2014
Carlos Betancur	DNF	0	Colombia	2014
Miguel Angel Rubiano	DNF	0	Colombia	2014
Nicki Sørensen	DNF	0	Denmark	2014
Michael Mørkøv	DNF	0	Denmark	2014
Christian Meier	DNF	0	Canada	2014
Ryan Anderson	DNF	0	Canada	2014
Michael Woods	DNF	0	Canada	2014
Tony Martin	DNF	0	Germany	2014
Johannes Frohlinger	DNF	0	Germany	2014
Paul Voß	DNF	0	Germany	2014
Andre Greipel	DNF	0	Germany	2014
Christian Knees	DNF	0	Germany	2014
Kanstantsin Siutsou	DNF	0	Belarus	2014
Yauheni Hutarovich	DNF	0	Belarus	2014
Tobias Ludvigsson	DNF	0	Sweden	2014
Essaid Abelouache	DNF	0	Morocco	2014
Tarik Chaoufi	DNF	0	Morocco	2014
Mouhssine Lahsaini	DNF	0	Morocco	2014
Mohamed Errafai	DNF	0	Morocco	2014
Abdelati Saadoune	DNF	0	Morocco	2014
Eduardo Sepulveda	DNF	0	Argentina	2014
Lucas Manuel Gaday	DNF	0	Argentina	2014
Maximiliano Richeze	DNF	0	Argentina	2014
Daniil Fominykh	DNF	0	Kazakhstan	2014
Steve Cummings	DNF	0	Great Britain	2014
David Millar	DNF	0	Great Britain	2014
Chris Froome	DNF	0	Great Britain	2014
Luke Rowe	DNF	0	Great Britain	2014
Simon Yates	DNF	0	Great Britain	2014
Adam Yates	DNF	0	Great Britain	2014
Geraint Thomas	DNF	0	Great Britain	2014
Kiel Reijnen	DNF	0	United States	2014
Tejay van Garderen	DNF	0	United States	2014
Eric Marcotte	DNF	0	United States	2014
Andrew Talansky	DNF	0	United States	2014
Oleksandr Polivoda	DNF	0	Ukraine	2014
Sergiy Lagkuti	DNF	0	Ukraine	2014
Dmytro Krivtsov	DNF	0	Ukraine	2014
Mekseb Debesay	DNF	0	Eritrea	2014
Natnael Berhane	DNF	0	Eritrea	2014
Jacques Janse van Rensburg	DNF	0	South Africa	2014
Aleksejs Saramotins	DNF	0	Latvia	2014
Toms Skujins	DNF	0	Latvia	2014
Gatis Smukulis	DNF	0	Latvia	2014
Gregory Henderson	DNF	0	New Zealand	2014
Xavier Antonio Quevedo	DNF	0	Venezuela	2014
Carlos Johan Galviz	DNF	0	Venezuela	2014
Carlos Jose Ochoa	DNF	0	Venezuela	2014
Yukiya Arashiro	DNF	0	Japan	2014
Yukihiro Doi	DNF	0	Japan	2014
Cristian Egidio Da Rosa	DNF	0	Brazil	2014
Murilo Antonio Fischer	DNF	0	Brazil	2014
Rafael Andriato	DNF	0	Brazil	2014
Juan Carlos Rojas	DNF	0	Costa Rica	2014
Bart?omiej Matysiak	DNF	0	Poland	2014
Bartosz Huzarski	DNF	0	Poland	2014
Przemys?aw Niemiec	DNF	0	Poland	2014
Micha? Podlaski	DNF	0	Poland	2014
Maciej Bodnar	DNF	0	Poland	2014
Pawe? Poljanski	DNF	0	Poland	2014
Jure Kocjan	DNF	0	Slovenia	2014
Kristijan Koren	DNF	0	Slovenia	2014
Jan Polanc	DNF	0	Slovenia	2014
Luka Mezgec	DNF	0	Slovenia	2014
Gert Joeaar	DNF	0	Estonia	2014
Rein Taaramae	DNF	0	Estonia	2014
Alo Jakin	DNF	0	Estonia	2014
Zydrunas Savickas	DNF	0	Lithuania	2014
Ignatas Konovalovas	DNF	0	Lithuania	2014
Matija Kvasina	DNF	0	Croatia	2014
Emanuel Kiserlovski	DNF	0	Croatia	2014
Andrei Nechita	DNF	0	Romania	2014
Serghei Tvetcov	DNF	0	Romania	2014
Oleg Berdos	DNF	0	Romania	2014
Andre Cardoso	DNF	0	Portugal	2014
Jose Mendes	DNF	0	Portugal	2014
Sergio Miguel Paulinho	DNF	0	Portugal	2014
Philip Deignan	DNF	0	Ireland	2014
Georgios Bouglas	DNF	0	Greece	2014
Segundo Navarrete	DNF	0	Ecuador	2014
Azzedine Lagab	DNF	0	Algeria	2014
Daniel Navarro	DNF	0	Spain	2014
Luis Leon Sanchez	DNF	0	Spain	2014
Geoffrey Soupe	DNF	0	France	2014
Kevin Reza	DNF	0	France	2014
Andrei Solomennikov	DNF	0	Russia	2014
Roman Maikin	DNF	0	Russia	2014
Tom-Jelte Slagter	DNF	0	Netherlands	2014
Steven Kruijswijk	DNF	0	Netherlands	2014
Dylan van Baarle	DNF	0	Netherlands	2014
Wilco Kelderman	DNF	0	Netherlands	2014
Pieter Weening	DNF	0	Netherlands	2014
Tim Wellens	DNF	0	Belgium	2014
Jelle Vanendert	DNF	0	Belgium	2014
Martin Velits	DNF	0	Slovakia	2014
Riccardo Zoidl	DNF	0	Austria	2014
Marco Haller	DNF	0	Austria	2014
Bernhard Eisel	DNF	0	Austria	2014
Patrick Konrad	DNF	0	Austria	2014
