name	result	time_in_seconds	nationality	year
?ukasz Owsian	DNF	0	Poland	2016
Adrian Banaszek	DNF	0	Poland	2016
Maciej Paterski	DNF	0	Poland	2016
Karol Domagalski	DNF	0	Poland	2016
Luka Pibernik	DNF	0	Slovenia	2016
Grega Bole	DNF	0	Slovenia	2016
Luka Mezgec	DNF	0	Slovenia	2016
Gert Joeaar	DNF	0	Estonia	2016
Mihkel Raim	DNF	0	Estonia	2016
Alo Jakin	DNF	0	Estonia	2016
Gediminas Bagdonas	DNF	0	Lithuania	2016
Ramunas Navardauskas	DNF	0	Lithuania	2016
Maksym Averin	DNF	0	Azerbaijan	2016
Frantisek Sisr	DNF	0	Czech Republic	2016
Daniel Turek	DNF	0	Czech Republic	2016
Jiri Polnicky	DNF	0	Czech Republic	2016
Vojtech Hacecky	DNF	0	Czech Republic	2016
Alois Kankovsky	DNF	0	Czech Republic	2016
Andrei Nechita	DNF	0	Romania	2016
Sergio Miguel Paulinho	DNF	0	Portugal	2016
Nelson Oliveira	DNF	0	Portugal	2016
Jose Goncalves	DNF	0	Portugal	2016
Myagmarsuren Baasankhuu	DNF	0	Mongolia	2016
Ryan Mullen	DNF	0	Ireland	2016
Sam Bennett	DNF	0	Ireland	2016
Matt Brammeier	DNF	0	Ireland	2016
Ioannis Tamouridis	DNF	0	Greece	2016
Abderrahmane Mehdi Hamza	DNF	0	Algeria	2016
Youcef Reguigui	DNF	0	Algeria	2016
Azzedine Lagab	DNF	0	Algeria	2016
Diego Rubio	DNF	0	Spain	2016
Omar Fraile	DNF	0	Spain	2016
David de la Cruz	DNF	0	Spain	2016
Juan Jose Lobato	DNF	0	Spain	2016
Jonathan Castroviejo	DNF	0	Spain	2016
Francisco Jose Ventoso	DNF	0	Spain	2016
Carlos Barbero	DNF	0	Spain	2016
Luis Angel Mate	DNF	0	Spain	2016
Fabio Sabatini	DNF	0	Italy	2016
Daniel Oss	DNF	0	Italy	2016
Sonny Colbrelli	DNF	0	Italy	2016
Matteo Trentin	DNF	0	Italy	2016
Adrien Petit	DNF	0	France	2016
Arnaud Demare	DNF	0	France	2016
Christophe Laporte	DNF	0	France	2016
Geoffrey Soupe	DNF	0	France	2016
Cyril Lemoine	DNF	0	France	2016
Yoann Offredo	DNF	0	France	2016
Marc Sarreau	DNF	0	France	2016
Roman Maikin	DNF	0	Russia	2016
Viacheslav Kuznetsov	DNF	0	Russia	2016
Sergey Lagutin	DNF	0	Russia	2016
Anton Vorobyev	DNF	0	Russia	2016
Maxim Belkov	DNF	0	Russia	2016
Sebastian Langeveld	DNF	0	Netherlands	2016
Danny van Poppel	DNF	0	Netherlands	2016
Tom Dumoulin	DNF	0	Netherlands	2016
Jos van Emden	DNF	0	Netherlands	2016
Jens Keukeleire	DNF	0	Belgium	2016
Nikolas Maes	DNF	0	Belgium	2016
Bob Jungels	DNF	0	Luxembourg	2016
Jempy Drucker	DNF	0	Luxembourg	2016
Burr Ho	DNF	0	Hongkong	2016
Bernhard Eisel	DNF	0	Austria	2016
Rigoberto Uran	DNS	0	Colombia	2016
Vegard Breen	DNS	0	Norway	2016
